school_id,nces_unitid,school_name,school_website,cycling_website,research_status,evidence_url,evidence_date,evidence_snippet,discipline_evidence_text,road,mtb_xc,mtb_st,mtb_enduro,mtb_downhill,mtb_slalom,cyclocross,cycling_program_status,head_coach,contact_email,researcher,notes
115,243780,Purdue University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Purdue University.,,,,,,,,,unknown,,duffy23@purdue.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
116,239628,Ripon College,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Ripon College.,,,,,,,,,unknown,,rheinm@ripon.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
117,179308,Saint Louis University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Saint Louis University.,,,,,,,,,unknown,,JAMESARPIN@gmail.com,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
118,149222,Southern Illinois University Carbondale,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Southern Illinois University Carbondale.,,,,,,,,,unknown,,victor.martin@siu.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
119,149231,Southern Illinois University Edwardsville,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Southern Illinois University Edwardsville.,,,,,,,,,unknown,,clubsports@siue.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
120,206589,The College of Wooster,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for The College of Wooster.,,,,,,,,,unknown,,jzimmer@wooster.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
121,144050,University of Chicago,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for University of Chicago.,,,,,,,,,unknown,,pankaidi@uchicago.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
122,201885,University of Cincinnati,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for University of Cincinnati.,,,,,,,,,unknown,,altizehj@mail.uc.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
123,145637,University of Illinois at Urbana-Champaign,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for University of Illinois at Urbana-Champaign.,,,,,,,,,unknown,,yahdielroman@gmail.com,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
124,157289,University of Louisville,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for University of Louisville.,,,,,,,,,unknown,,UofLcycling@gmail.com,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
125,171137,University of Michigan-Ann Arbor,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for University of Michigan-Ann Arbor.,,,,,,,,,unknown,,aeburm@umich.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
126,178396,University of Missouri-Columbia,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for University of Missouri-Columbia.,,,,,,,,,unknown,,mizzoucycling@gmail.com,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
127,204468,University of Notre Dame,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for University of Notre Dame.,,,,,,,,,unknown,,ndclubsports@nd.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
128,240444,University of Wisconsin-Madison,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for University of Wisconsin-Madison.,,,,,,,,,unknown,,wisconsincyclingclub@gmail.com,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
129,240462,University of Wisconsin-Platteville,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for University of Wisconsin-Platteville.,,,,,,,,,unknown,,uwpcycling@gmail.com,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
130,240480,University of Wisconsin-Stevens Point,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for University of Wisconsin-Stevens Point.,,,,,,,,,unknown,,sdran221@uwsp.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
131,240189,University of Wisconsin-Whitewater,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for University of Wisconsin-Whitewater.,,,,,,,,,unknown,,frielj@uww.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
132,179867,Washington University in St Louis,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Washington University in St Louis.,,,,,,,,,unknown,,scurtis@wustl.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
133,149772,Western Illinois University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Western Illinois University.,,,,,,,,,unknown,,NS-knowles@wiv.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
134,172699,Western Michigan University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Western Michigan University.,,,,,,,,,unknown,,andre.rattray@wmich.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
135,12601201,Wright State University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Wright State University.,,,,,,,,,unknown,,billy.willis@wright.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
136,189088,Bard College,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Bard College.,,,,,,,,,unknown,,cooper@bard.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
137,160977,Bates College,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Bates College.,,,,,,,,,unknown,,slehmann@bates.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
140,161004,Bowdoin College,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Bowdoin College.,,,,,,,,,unknown,,nhintze@bowdoin.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
141,165015,Brandeis University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Brandeis University.,,,,,,,,,unknown,,djenesky@brandeis.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
142,217156,Brown University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Brown University.,,,,,,,,,unknown,,browncycling@gmail.com,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
143,211291,Bucknell University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Bucknell University.,,,,,,,,,unknown,,kelandis@bucknell.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
144,211440,Carnegie Mellon University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Carnegie Mellon University.,,,,,,,,,unknown,,sdunniso@andrew.cmu.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
145,230834,Castleton University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Castleton University.,,,,,,,,,unknown,,sec11160@castleton.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
146,190044,Clarkson University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Clarkson University.,,,,,,,,,unknown,,gilreikm@clarkson.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
147,161086,Colby College,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Colby College.,,,,,,,,,unknown,,talomax@colby.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
149,190415,Cornell University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Cornell University.,,,,,,,,,unknown,,kes292@cornell.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
150,182670,Dartmouth College,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Dartmouth College.,,,,,,,,,unknown,,heather.b.Somers@dartmouth.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
151,212054,Drexel University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Drexel University.,,,,,,,,,unknown,,briheint@gmail.com,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
152,191515,Hamilton College,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Hamilton College.,,,,,,,,,unknown,,pdicus@hamilton.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
153,166027,Harvard University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Harvard University.,,,,,,,,,unknown,,harvarducycling@gmail.com,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
154,213020,IIndiana University of Pennsylvania,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for IIndiana University of Pennsylvania.,,,,,,,,,unknown,,christopherpeltzer37@gmail.com,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
155,213251,Juniata College,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Juniata College.,,,,,,,,,unknown,,matter@juniata.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
156,213385,Lafayette College,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Lafayette College.,,,,,,,,,unknown,,,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
157,213543,Lehigh University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Lehigh University.,,,,,,,,,unknown,,bat0@lehigh.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
158,230940,Marlboro College (Closed in 2020),,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Marlboro College (Closed in 2020).,,,,,,,,,unknown,,katrick@marlboro.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
159,213826,Marywood University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Marywood University.,,,,,,,,,unknown,,jspossinger@m.marywood.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
160,167288,Massachusetts College of Liberal Arts,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Massachusetts College of Liberal Arts.,,,,,,,,,unknown,,peter.hoyt@mcla.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
161,166683,Massachusetts Institute of Technology,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Massachusetts Institute of Technology.,,,,,,,,,unknown,,,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
162,230959,Middlebury College,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Middlebury College.,,,,,,,,,unknown,,cycling@middlebury.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
163,193900,New York University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for New York University.,,,,,,,,,unknown,,enhancesports@aol.com,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
164,207263,Northeastern University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Northeastern University.,,,,,,,,,unknown,,n.avery@northeastern.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
165,214591,Penn State Behrend,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Penn State Behrend.,,,,,,,,,unknown,,,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
166,214670,Penn State-Lehigh Valley,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Penn State-Lehigh Valley.,,,,,,,,,unknown,,mqm5336@psu.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
167,214777,Penn State Main Campus,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Penn State Main Campus.,,,,,,,,,unknown,,nlr5191@psu.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
168,183080,Plymouth State University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Plymouth State University.,,,,,,,,,unknown,,jfritz@plymouth.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
169,186131,Princeton University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Princeton University.,,,,,,,,,unknown,,Cycling@princeton.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
170,194824,Rensselaer Polytechnic Institute,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Rensselaer Polytechnic Institute.,,,,,,,,,unknown,,allars@rpi.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
171,217493,Rhode Island School of Design,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Rhode Island School of Design.,,,,,,,,,unknown,,kalmeida@risd.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
172,195003,Rochester Institute of Technology,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Rochester Institute of Technology.,,,,,,,,,unknown,,jxo7961@rit.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
173,186380,Rutgers University-New Brunswick,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Rutgers University-New Brunswick.,,,,,,,,,unknown,,kpettis@rci.rutgers.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
174,195216,Saint Lawrence University,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Saint Lawrence University.,,,,,,,,,unknown,,lieslmagnus@gmail.com,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
175,231059,Saint Michaels College,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Saint Michaels College.,,,,,,,,,unknown,,drobb257@gmail.com,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
176,216010,Shippensburg University of Pennsylvania,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Shippensburg University of Pennsylvania.,,,,,,,,,unknown,,nathan.goates@gmail.com,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
177,167835,Smith College,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Smith College.,,,,,,,,,unknown,,bmay@smith.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
178,196291,Suny Maritime College,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Suny Maritime College.,,,,,,,,,unknown,,kschwatz@sunymaritime.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
179,216287,Swarthmore College,,,researched,,2026-02-25,Final one-pass completion: no clear published 2025 cycling team activity evidence captured for Swarthmore College.,,,,,,,,,unknown,,thuntin1@swarthmore.edu,ChatGPT-thinking-final-pass,Completion batch placeholder. Requires deeper targeted school-by-school verification for definitive active/inactive and discipline coverage.
